time,price,"Price (EUR/MWh, EUR/tCO2)"
2024-05-19T17:45+02:00,82.6,
2024-05-19T18:00+02:00,8.92,
2024-05-19T18:15+02:00,52.96,
2024-05-19T18:30+02:00,88.8,
2024-05-19T18:45+02:00,148.92,
2024-05-19T19:00+02:00,52.99,
2024-05-19T19:15+02:00,84.99,
2024-05-19T19:30+02:00,115.2,
2024-05-19T19:45+02:00,147.6,
2024-05-19T20:00+02:00,118.16,
2024-05-19T20:15+02:00,119.91,
2024-05-19T20:30+02:00,120.96,
2024-05-19T20:45+02:00,122.4,
2024-05-19T21:00+02:00,122.4,
2024-05-19T21:15+02:00,109.5,
2024-05-19T21:30+02:00,104.94,
2024-05-19T21:45+02:00,97.0,
2024-05-19T22:00+02:00,116.96,
2024-05-19T22:15+02:00,97.0,
2024-05-19T22:30+02:00,89.0,
2024-05-19T22:45+02:00,76.62,
2024-05-19T23:00+02:00,100.96,
2024-05-19T23:15+02:00,81.0,
2024-05-19T23:30+02:00,69.0,
2024-05-19T23:45+02:00,64.27,
